puuid,user,tag,hs_percent,body_percent,leg_percent,s_damage_per_round,s_kd_ratio,s_hs_percent,s_win_percent,s_kast_percent,s_dd_round,s_acs,s_kad_ratio,s_kills_per_round,deaths_per_game,kills_per_game,assists_per_game,first_bloods_per_game,flawless_rounds_per_game,aces_per_game,smurf_label
c7efaa94-acf1-56a4-b49a-c59682f81087,Yogi,2642,13.1,76.9,10.0,135.8,0.93,16.2,51.2,70.8,-4.0,210.5,1.39,0.7,15.94569696969697,14.824727272727271,7.284363636363636,2.6569696969696968,0.7486060606060606,0.0038787878787878,normal player
488f4e40-ccd6-5752-b583-17f6bc492aec,zetter,welp,18.1,74.7,7.2,147.0,1.07,21.8,48.1,73.1,13.0,223.3,1.52,0.8,15.187939393939397,16.20338383838384,6.811737373737374,2.0551818181818184,0.655909090909091,0.0242929292929292,normal player
f8196194-fe35-5ebc-aa7c-6bca96ce88e2,Wallow,whale,34.5,60.4,5.2,143.8,1.09,33.8,49.9,72.2,5.0,217.2,1.45,0.8,14.7205,15.99783152173913,5.33170652173913,1.7302282608695652,0.688836956521739,0.0325434782608695,normal player
514f1cfb-c1a0-5fbb-b402-de57e01ebedb,eMACszn,611,20.0,75.2,4.7,110.2,0.8,18.9,49.4,67.2,-26.0,168.3,1.23,0.6,15.496,12.428,6.629999999999999,11.686999999999998,0.7409999999999999,0.0,normal player
cc42a60d-b352-58e1-ab2a-b9154ddc2393,Tile Clicker,heads,25.9,71.5,2.5,147.4,1.03,25.9,50.0,73.0,2.0,222.2,1.27,0.8,14.333333333333334,14.833333333333334,3.333333333333333,2.6666666666666665,0.8333333333333334,0.0,suspicious
9a963dda-1fd2-5645-82b6-2b18be1f0bbb,chaewonsleftsock,feet,19.3,73.7,7.0,142.3,0.93,19.6,34.8,65.5,3.0,209.0,1.3,0.7,15.094499999999998,14.006999999999998,5.654999999999999,1.8269999999999995,0.3914999999999999,0.0,normal player
c81a863d-dd3d-50a3-a315-fea0dfdb13f5,1990NISSAN240SX,noki,18.1,75.6,6.3,123.7,0.85,19.8,48.5,66.9,-18.0,188.4,1.23,0.6,15.09205882352941,12.823970588235293,5.67735294117647,2.0398529411764703,0.8273529411764705,0.0855882352941176,normal player
88600285-52a1-543b-bff6-2c816918e623,portent,meow,23.8,70.5,5.6,134.8,1.02,24.5,50.0,70.3,-3.0,208.8,1.38,0.7,15.666666666666666,16.0,5.666666666666667,1.7083333333333333,1.0,0.0416666666666666,normal player
9023bb7c-4634-5c3b-b133-cd1ec68bae4b,smyfe,MEEP,16.1,73.8,10.1,125.8,1.0,14.1,47.7,74.9,-2.0,200.6,1.63,0.7,14.22,14.274,8.919,1.827,0.8730000000000001,0.018,normal player
12a4cf4d-16ce-5f44-8052-a413010dc103,MoistRaccon,5711,18.6,72.4,9.0,159.1,1.01,15.3,49.0,69.4,4.0,247.4,1.34,0.8,17.178347107438018,17.295785123966944,5.669421487603306,3.284214876033058,0.6519834710743801,0.0688429752066115,normal player
df15a75c-de4a-516d-ac57-4345d0793ac0,WKDS saturday,3710,27.0,68.3,4.8,152.1,0.99,24.0,50.6,67.0,-1.0,231.4,1.29,0.8,16.727418604651163,16.609744186046512,5.048232558139535,3.6714418604651167,0.8354883720930234,0.0058837209302325,suspicious
6c03fde9-63c6-539f-8282-b263c925b6fb,loathing,rukit,18.5,75.7,5.8,164.6,1.41,27.1,52.1,69.8,39.0,255.9,1.66,0.9,11.568440860215054,16.3302688172043,2.9131182795698924,2.319290322580645,0.9271559139784944,0.1568602150537634,most likely smurf
6420993b-184b-5a19-b2f8-6d87218cb971,Eyevannn,SLIME,22.4,71.3,6.3,141.0,0.96,23.1,48.7,71.2,1.0,209.0,1.33,0.7,16.173526315789474,15.558368421052633,5.882447368421053,1.9736315789473688,0.6728289473684211,0.0128157894736842,normal player
53721435-2a62-565b-a3a9-439a3f10e9c7,Lil T Mayne,gasss,30.6,63.7,5.7,131.2,0.91,28.0,45.0,70.8,-11.0,199.6,1.27,0.7,15.860204081632654,14.450510204081631,5.748979591836735,1.956122448979592,0.753061224489796,0.0137755102040816,normal player
5c20b251-e834-524d-b8f5-2f5bb9ef4784,Snowz,SNZ,34.8,61.4,3.8,159.7,1.13,30.7,50.8,72.9,21.0,235.2,1.42,0.8,15.53761616161616,17.549090909090907,4.587393939393939,1.85240404040404,0.7029898989898989,0.0564444444444444,suspicious
7684d4af-9b15-5dc7-8240-9ca2ab83afa3,riatonii,TEc,12.3,83.8,3.8,117.2,0.81,12.3,66.7,77.4,-16.0,180.0,1.38,0.6,12.3395,10.005,7.003500000000001,0.667,0.3335,0.0,normal player
70df587b-f5cf-5609-845b-c054748a47c0,BBLAyeJay,6842,16.4,74.0,9.6,158.6,1.1,16.4,33.3,69.0,15.0,236.2,1.38,0.8,14.319,15.8175,3.996,1.6649999999999998,0.4994999999999999,0.0,normal player
a988a490-2aa5-56c3-b909-82de609703a3,Duck,32454,37.8,59.1,3.1,130.5,1.03,40.9,45.5,71.2,-4.0,198.6,1.3,0.7,15.029918032786885,15.544590163934425,4.012950819672131,1.7006557377049178,0.9249180327868852,0.0074590163934426,normal player
d96cfa8a-a687-54e2-a21b-0d7646097fde,pighost,42069,35.3,58.1,6.6,149.9,0.96,32.3,38.0,68.9,-2.0,225.7,1.21,0.8,17.317142857142855,16.654857142857143,4.234285714285714,2.746857142857143,0.5537142857142857,0.0325714285714285,suspicious
dc0ec41e-1a2f-502c-9294-1ffabe1094d1,εïз,206k,34.8,60.0,5.1,155.5,1.06,38.0,53.0,72.8,7.0,228.1,1.4,0.8,15.082285714285714,15.930285714285716,5.2545714285714284,1.6808571428571428,0.4694285714285714,0.0151428571428571,suspicious
303e3a71-7098-5e46-ab75-df61bf14366c,PackAttax,6ft4,35.7,60.2,4.1,143.6,1.07,35.0,49.2,72.4,7.0,220.3,1.41,0.8,15.193889763779527,16.294110236220472,5.1524409448818895,2.246929133858268,0.7554330708661418,0.0193700787401574,normal player
72fd611a-04e4-58f7-8674-812022d0d015,nier,heart,27.3,68.4,4.3,132.8,0.93,29.1,45.3,67.7,-9.0,201.0,1.15,0.7,15.97670149253731,14.935477611940296,3.394119402985074,2.366417910447761,0.7572537313432834,0.0202835820895522,normal player
2c7ccdc4-c199-5f46-a9eb-612182cea80b,GodCreed15,3645,21.8,73.2,5.0,130.8,0.88,20.3,44.7,68.8,-14.0,199.1,1.29,0.7,16.683617647058824,14.685264705882354,6.823323529411765,2.169264705882353,0.6573529411764706,0.0131470588235294,normal player
d73fbdfc-27bc-54b0-9d9c-f09b29dde26a,RYS savior,314,38.9,58.1,2.9,145.6,1.06,38.8,52.0,70.7,4.0,216.5,1.31,0.8,15.310608695652174,16.160695652173914,3.9248695652173913,2.0483478260869563,0.7777391304347826,0.0452173913043478,normal player
84e994ba-0a0e-5a7f-a7cd-215a6a23817d,NoobTheHeretic,ohh,31.1,62.9,6.0,146.1,1.04,28.7,54.8,75.2,3.0,219.0,1.42,0.8,15.315157894736842,15.940070175438596,5.826105263157895,1.5478596491228072,0.6537543859649123,0.0192280701754385,normal player
25ea7e08-5fc8-5bf8-9b46-24e93da5d332,Blade,1811,36.8,60.1,3.1,147.7,1.21,37.5,61.8,76.0,23.0,219.8,1.72,0.8,13.39,16.24457142857143,6.768571428571429,1.7362857142857142,1.0005714285714284,0.0,most likely smurf
d51107f5-a406-5919-8d89-ffd5c4b56d3f,ImmJayJ,NA1,29.4,66.9,3.6,155.0,1.06,31.4,58.8,68.5,17.0,238.2,1.32,0.8,16.140600000000003,17.1108,4.1160000000000005,3.9984,0.9408,0.0,suspicious
64e06b2d-3f17-5d7c-9c41-0fe56c44ad16,胖虎二代目,0901,39.1,56.5,4.3,92.6,0.77,39.1,100.0,61.1,-53.0,140.4,1.46,0.6,13.0,10.0,9.0,0.0,1.0,0.0,normal player
614c7c5f-5934-5cc0-9587-bc83a21d5351,XeP,101,17.7,74.6,7.7,160.4,1.19,15.8,53.8,72.2,19.0,251.9,1.47,0.9,14.859047619047615,17.677142857142854,4.1502857142857135,3.099904761904761,0.5379999999999999,0.0512380952380952,most likely smurf
24faf409-cd65-5806-b572-69e755083fa1,AvgTwinkBoy,ImGay,19.1,74.8,6.1,135.6,0.92,20.3,43.0,66.7,-4.0,204.1,1.21,0.7,15.442608695652176,14.133913043478262,4.571086956521739,2.2528260869565218,0.6917391304347826,0.018695652173913,normal player
f2e20f25-b022-56ec-a3fb-d60789c51f73,JerkableJeff11,oily,29.0,64.8,6.1,134.6,1.01,27.7,58.3,69.5,4.0,201.1,1.48,0.7,13.547809523809525,13.742142857142856,6.329714285714286,1.4713809523809525,0.7218095238095238,0.0,normal player
11056deb-362d-50aa-8c11-a718192d4964,Ryxalt,RYXIN,29.3,66.3,4.3,165.1,1.11,29.3,61.5,72.8,14.0,249.1,1.38,0.9,16.605,18.373125,4.6125,2.46,0.615,0.076875,most likely smurf
bde5956c-1f21-50ac-87a2-202564c58c5f,Realitymian,NA1,20.4,74.6,5.0,148.3,1.07,22.2,52.6,72.0,9.0,221.1,1.43,0.8,15.21455,16.31915,5.4178,2.2618,0.95995,0.0263,suspicious
e1fe459c-fe5c-54a4-bad8-f7de90353a98,Darkgravity,5658,25.7,67.1,7.2,135.6,0.97,24.9,47.4,69.9,-7.0,203.0,1.24,0.7,15.1917,14.77695,4.0527,1.60765,0.7820999999999999,0.0315999999999999,normal player
bf852be8-1aff-537c-8c22-31cb66cb2e8b,radioboy on ig,0,30.4,63.3,6.3,140.8,1.02,31.5,47.7,72.1,-1.0,211.8,1.33,0.8,15.479630136986302,15.812876712328768,4.815739726027398,1.4636712328767123,0.6926301369863014,0.0457397260273972,normal player
cfcffd69-f811-5e0a-9461-0734b9946810,ammzrz,RAWR,20.2,66.7,13.1,104.1,0.6,20.2,60.0,73.9,-32.0,143.8,0.99,0.5,14.0,8.4,5.4,2.0,1.2,0.0,normal player
45c8bc01-3707-5a85-9f19-69bb29c90a84,enthalpy,oasis,20.3,76.8,2.9,152.4,1.2,20.3,66.7,78.5,30.0,224.2,1.74,0.8,13.340000000000002,16.008000000000003,7.17025,2.0010000000000003,0.8337500000000001,0.0,suspicious
a22ea4f9-9f8a-5614-a495-f0d19764c657,Service Rig 02,2559,37.1,60.2,2.8,128.3,0.91,32.1,48.1,71.8,-12.0,192.0,1.34,0.7,15.59508888888889,14.264322222222225,6.600388888888889,1.2452555555555556,0.7215,0.0053444444444444,normal player
a099ca85-ba5d-5166-9fef-310389c6f665,Batatavada1,3665,25.0,70.7,4.4,157.6,1.22,26.0,63.3,74.2,30.0,240.5,1.66,0.8,13.792736842105262,16.824473684210524,6.063473684210526,2.9317894736842103,0.7662631578947368,0.0333157894736842,suspicious
18130689-f9ca-5c6e-805f-6e25affa655d,cici,0227,19.6,76.3,4.1,101.7,0.77,19.6,20.0,60.7,-19.0,152.0,1.03,0.5,14.1,10.9,3.6,0.9,0.7,0.0,normal player
5236332c-be9f-5bff-9b7c-98e3097f480c,tfwStarving,NA1,23.2,72.6,4.2,145.5,1.09,23.9,50.3,72.2,10.0,221.7,1.43,0.8,15.28982191780822,16.654123287671233,5.171253424657534,2.3117328767123286,0.8027328767123287,0.0378972602739726,suspicious
dc2e440a-e119-56ff-8e91-32c0b4ac0232,Wickolas,Puppy,17.2,76.7,6.1,138.2,0.89,17.2,40.0,66.4,-17.0,210.3,1.2,0.7,17.4,15.4,5.533333333333333,2.4,0.8666666666666667,0.0,normal player
3b3547b3-3f0b-5e60-aaec-23f47e8d3f56,kristine,831,33.2,63.7,3.1,143.0,1.12,31.7,48.4,73.0,16.0,211.8,1.45,0.8,14.535612903225804,16.299870967741935,4.808774193548387,1.67058064516129,0.7181935483870967,0.0,normal player
f9d76711-757e-502d-a41e-ff99f6951816,idefwyltcyhmn,frfr,29.6,64.6,5.8,147.1,1.13,31.2,48.9,71.8,5.0,227.2,1.37,0.8,15.614275862068965,17.604,3.8276896551724136,2.841258620689655,0.6618362068965516,0.0295086206896551,suspicious
d0724a6e-b70e-56f4-91de-826629dba530,TsundeDxD,Snrlx,11.7,76.6,11.7,137.3,1.01,10.3,44.7,70.7,5.0,210.3,1.38,0.7,14.447949152542373,14.53886440677966,5.3943050847457625,2.212271186440678,0.7727796610169492,0.0151525423728813,normal player
716beaad-8cf9-513f-9119-fcd4386e2173,dantes lulu,4090,23.2,71.6,5.2,128.2,0.92,27.3,52.6,68.2,-14.0,193.7,1.22,0.7,15.008533333333332,13.851333333333333,4.4184,1.6130666666666666,0.7363999999999999,0.0,normal player
75335b45-a66d-5d84-90a6-3fceb6a4334e,GotJon,9971,38.8,57.0,4.2,127.4,0.98,39.7,43.9,73.0,-6.0,191.7,1.32,0.7,14.560166666666664,14.243111111111109,4.9753333333333325,1.707222222222222,0.7804444444444443,0.0243888888888888,normal player
5e6d30e3-1098-5726-a6ae-12136bfe3af2,adapt,812,36.2,59.2,4.5,151.9,1.06,31.1,50.4,67.4,9.0,229.0,1.3,0.8,15.609176470588231,16.550470588235292,3.765176470588235,2.7868235294117643,0.7189411764705882,0.0444705882352941,suspicious
75cf7525-f900-51f3-b5d3-393dbcbebaaa,BOOST,hotti,27.0,68.9,4.1,170.7,1.2,24.4,49.3,72.5,26.0,251.4,1.49,0.9,15.397808219178083,18.43009589041096,4.538301369863014,2.539287671232877,0.7969041095890411,0.0540273972602739,most likely smurf
aa297577-47f9-5454-937c-e013a4aad3c3,ngbEarth,NA1,19.6,73.7,6.6,154.4,1.08,20.2,47.7,72.0,13.0,239.9,1.37,0.8,16.195285714285713,17.421857142857142,4.792714285714286,3.7478571428571423,0.8404285714285714,0.0454285714285714,suspicious
7b50274e-b90b-5a34-8f6b-32236aa2aa74,Twitch Dixly,LIVE,31.9,64.0,4.0,149.8,1.0,34.0,48.1,70.2,0.0,229.3,1.31,0.8,16.56746153846154,16.601615384615386,5.063307692307692,2.934384615384616,0.5976923076923076,0.0199230769230769,normal player
a6c0b5f4-6839-5ef6-a220-74c005f91ea2,pugdawg13,7358,23.2,73.5,3.3,134.2,0.96,26.2,52.5,71.2,-2.0,197.6,1.34,0.7,15.05,14.375,5.75,1.225,1.05,0.0,normal player
6a8eb6cb-dd06-5f0e-8698-bea6c71b315f,Kayleywashere,Jaesu,33.0,63.5,3.5,165.5,1.3,26.7,57.5,73.2,28.0,254.7,1.61,0.9,14.28653846153846,18.594615384615384,4.352307692307693,2.547692307692308,0.8226923076923077,0.0707692307692307,most likely smurf
34b42c47-8de3-5936-b24e-260f415ca69e,Flerk11,1061,26.8,69.0,4.2,140.1,0.92,26.1,45.5,69.8,-8.0,211.0,1.13,0.7,16.35725,15.08325,3.48075,3.0485,0.75075,0.02275,normal player
21ef8d09-1d3c-5383-8bb3-1b8a424d0e7c,Job application,adult,26.6,69.2,4.2,136.4,1.06,26.5,57.1,75.8,11.0,199.9,1.49,0.7,12.514416666666667,13.27575,5.376916666666667,0.7613333333333334,0.9040833333333332,0.0,normal player
2afa51af-7c8e-5d64-990d-120c3243d771,DrJYeung,피어나,32.4,62.9,3.7,148.0,1.08,33.4,41.9,70.2,11.0,222.9,1.35,0.8,15.288128205128206,16.545128205128204,4.071820512820513,1.966076923076923,0.7627948717948718,0.0322307692307692,normal player
9e1c92b5-f707-5aef-b02f-50f465ec1796,Hakuna,cheb,14.7,76.3,9.1,162.0,1.17,15.9,46.2,73.5,16.0,256.3,1.52,0.9,15.708000000000002,18.326000000000004,5.5055000000000005,3.3880000000000003,0.71225,0.09625,most likely smurf
708dd972-b841-5cd6-aad2-b996bb6e0cae,CoroCoroMew,Shiny,12.1,78.9,9.0,121.8,0.89,18.2,43.2,69.9,-11.0,188.0,1.23,0.7,14.778947368421052,13.221473684210526,4.968,1.5006315789473683,0.8185263157894737,0.0113684210526315,normal player
d5ffd2ea-f23b-55d0-a2a0-07961d0c0ccd,AussidileFan,5335,24.2,71.8,3.9,135.8,0.85,24.8,37.1,67.2,-13.0,200.6,1.17,0.7,16.238384615384614,13.727,5.251076923076923,1.797923076923077,0.6563846153846153,0.0,normal player
ee771367-971e-5efd-b78f-09c6c098f4fd,Twice,5552,33.5,64.0,2.6,136.6,1.01,33.5,61.1,70.5,12.0,192.0,1.2,0.7,14.330727272727271,14.497363636363636,2.7217272727272728,1.222,0.722090909090909,0.0555454545454545,most likely smurf
53f11f46-5d68-53c7-a2de-d696f6acdd49,DraculaFlow2,6969,16.9,73.4,9.6,137.5,0.92,15.9,42.3,69.3,-2.0,207.8,1.3,0.7,15.3972,14.1846,5.8515,2.0586,0.5922,0.0141,normal player
4ce1816d-19bc-54b4-9728-14c95cf87154,Nitsworthy,3466,31.0,64.4,4.6,151.6,1.16,30.9,51.6,73.8,26.0,222.9,1.57,0.8,13.899063829787234,16.13872340425532,5.730893617021277,1.5589787234042554,0.6806808510638298,0.0439148936170212,suspicious
9124b1c0-99c9-5eb5-bcc3-9ffef051333e,JackalHeart,JACKL,25.0,68.4,6.6,167.1,1.08,27.3,54.1,71.4,19.0,252.6,1.41,0.8,15.96769696969697,17.29560606060606,5.1804848484848485,4.04930303030303,0.7705151515151516,0.0327878787878787,most likely smurf
e4ce8d01-4bc8-5782-bdc8-cb6e64e98554,CxxchieScout,4891,19.6,73.4,7.0,134.6,0.99,19.7,54.5,72.5,-6.0,202.1,1.35,0.7,14.786475409836068,14.643524590163937,5.244508196721312,1.9209016393442624,0.7951639344262296,0.0089344262295081,normal player
2dbe8017-6f1c-5a62-9be8-223c0b33f318,DrippieBluee,8129,15.5,76.5,8.0,171.5,1.23,15.4,58.9,73.6,39.0,252.8,1.6,0.8,13.820953488372092,17.026209302325583,5.054441860465117,2.821720930232558,0.8629534883720931,0.0273953488372093,suspicious
336f21d7-0952-59cc-8d2f-4f931c782e49,Mokktokk,9812,12.1,76.2,11.8,123.9,0.88,8.3,48.6,73.7,-18.0,188.8,1.27,0.6,14.900943396226417,13.048641509433963,5.932867924528302,0.8252830188679245,0.6235471698113207,0.0091698113207547,normal player
c2b610fd-e49e-5c2b-9d79-c920c25b9ef3,YuryTheUrinator,1834,20.9,71.0,8.1,143.8,1.14,21.7,56.9,72.2,16.0,222.4,1.63,0.8,14.317270270270267,16.347216216216214,7.043297297297296,2.1068378378378374,0.9227027027027026,0.0153783783783783,suspicious
5be5dff5-b683-5945-a24e-c600f4625a13,koesifer,vibes,28.0,69.0,3.0,151.8,1.1,29.5,44.4,71.8,8.0,227.1,1.43,0.8,14.93742857142857,16.428,4.995,2.013857142857143,0.5391428571428571,0.0317142857142857,suspicious
a6e20b27-a320-5932-8718-4c2a94c228f7,donkdonktime,donk,22.0,74.0,4.0,154.1,1.14,20.3,47.5,75.5,18.0,233.5,1.62,0.8,15.45,17.55,7.491666666666666,1.175,0.725,0.025,suspicious
a39dbfd9-16b6-5eb4-b7e1-aae732402daf,Good Sumerian,geekd,31.7,64.9,3.4,146.6,1.06,26.4,49.3,70.1,11.0,223.3,1.36,0.8,15.395685714285712,16.30421428571428,4.613071428571428,2.6129,0.8521857142857141,0.0492999999999999,suspicious
0f65bb35-48d0-5083-b7f3-1b1e9fff2004,Unknown8,0001,14.4,79.4,6.2,151.9,1.04,14.0,57.1,72.2,6.0,233.6,1.36,0.8,16.13075,16.796916666666668,5.0914166666666665,2.379166666666667,0.5710000000000001,0.0,suspicious
43e2860f-48c2-5ad5-acad-b1d5a0d5964f,rose toy,clity,24.2,70.3,5.4,162.0,1.11,29.0,52.8,70.4,15.0,242.7,1.4,0.8,15.915428571428569,17.669142857142855,4.682857142857142,2.652571428571428,0.817142857142857,0.0691428571428571,suspicious
c24eb2ce-ccb4-5602-9873-047b0d3b4696,asian,42069,25.7,66.6,7.7,166.4,1.28,25.7,66.7,72.9,15.0,259.1,1.52,0.9,16.230333333333334,20.788166666666665,3.8908333333333336,3.4461666666666666,1.334,0.1111666666666666,most likely smurf
cca5b06e-d356-55b1-9915-b1c078495062,Krillin,TTG,30.6,65.1,4.4,142.8,1.0,32.1,49.0,70.1,1.0,215.7,1.3,0.7,15.69921568627451,15.625555555555556,4.858366013071896,2.4243790849673204,0.7077777777777777,0.0288235294117647,normal player
5445cb99-01ae-5b40-89f9-7e0922a33bd2,关你peace,1314,24.7,70.0,5.3,154.0,1.1,26.5,45.8,71.7,8.0,232.7,1.44,0.8,15.562556701030928,17.092371134020617,5.297690721649484,2.044474226804124,0.7554639175257731,0.0283298969072164,suspicious
7fd847b7-6e24-5e18-ae8b-1d083c6c5d06,kiruma 0,777,43.5,53.4,3.2,131.1,0.92,44.4,48.4,69.1,-16.0,200.9,1.27,0.7,15.897538461538463,14.62548717948718,5.522564102564103,1.898769230769231,0.6391282051282052,0.0124102564102564,normal player
86df9ac3-7c6b-51cd-83cc-398a0c14b644,stephen,bui,15.6,76.1,8.3,128.4,0.97,14.4,58.5,72.8,-5.0,194.9,1.35,0.7,14.654620253164556,14.254746835443038,5.598227848101265,1.110759493670886,0.7849367088607595,0.0148101265822784,normal player
990da477-9ccd-507e-86b1-f0dc3c245c39,Exp 션,Faker,27.6,67.4,4.9,166.2,1.2,26.2,54.8,72.0,24.0,253.6,1.53,0.9,15.55316030534351,18.715664122137404,5.028213740458015,2.597770992366412,0.7404274809160305,0.037648854961832,most likely smurf
2059ebed-7451-579d-bada-1f588b368a7a,Jaguarkisser9,4927,22.5,70.1,7.4,152.9,1.09,23.4,54.8,70.8,12.0,231.9,1.33,0.8,15.22293023255814,16.586558139534887,3.7276744186046513,2.829209302325581,0.7646511627906978,0.031860465116279,suspicious
fe0765f0-cdae-5c94-9292-14b5b5ceb125,RahulKP7,RKP7,28.0,67.0,4.9,155.3,1.14,28.3,49.4,70.5,12.0,233.6,1.43,0.8,14.875714285714285,16.981714285714283,4.256571428571427,2.5331428571428565,0.8357142857142855,0.0148571428571428,suspicious
845e6c21-a844-5741-acff-23f1977e1962,Aiyu,jelly,20.7,75.2,4.1,101.9,0.78,20.7,50.0,63.4,-28.0,160.1,1.27,0.5,14.0,10.875,6.875,0.625,0.625,0.0,normal player
5d3195e5-5e99-5b86-81ff-b52c0b6e18cb,iluv人ss,real,23.2,72.5,4.2,169.9,1.22,21.6,61.0,72.1,28.0,258.9,1.49,0.9,15.0792,18.422,4.0992,3.1232,1.1468,0.0732,most likely smurf
01277406-a6cc-5075-a634-301ef4471c66,Pilgore306,6736,9.2,75.1,15.7,105.0,0.82,8.9,49.5,69.6,-26.0,163.9,1.39,0.5,14.146,11.66,8.019,0.88,0.6930000000000001,0.0,normal player
2a728830-cc89-5b67-96b0-760fba149316,FNC Shinsu,Golf4,26.0,67.2,6.8,148.1,1.06,26.2,50.7,70.0,6.0,227.6,1.36,0.8,15.986254237288136,16.89713559322034,4.809338983050847,2.1024745762711863,0.6015254237288136,0.0286440677966101,suspicious
b97f2785-e6e7-5476-86f2-408293974493,猪猪侠,topG,20.5,73.9,5.5,141.9,0.98,20.5,38.9,71.8,-2.0,218.5,1.38,0.7,16.337999999999997,16.060142857142857,6.446285714285714,1.5559999999999998,0.5557142857142857,0.0,normal player
dc5d309a-94d5-55cb-887d-76cfbae3d603,Benobi1Kenobi1,7291,17.2,75.7,7.2,125.2,1.0,17.2,40.0,72.4,4.0,188.9,1.47,0.7,13.6,13.666666666666666,6.266666666666667,0.7333333333333333,0.4666666666666667,0.0,normal player
9bdbeb97-667a-590d-a409-87d81e9df43a,tuhx loves bread,2259,16.9,76.9,6.2,133.8,0.83,16.9,50.0,68.1,-18.0,200.1,1.13,0.7,16.7,13.8,5.05,1.85,0.6,0.0,normal player
328f27aa-cd0a-563b-81f7-4294aabff7b5,Seraphimnoob,NA1,29.2,66.3,4.5,172.0,1.21,29.5,53.9,72.5,28.0,259.9,1.49,0.9,15.435,18.6102,4.4198,3.2634,0.8525999999999999,0.0489999999999999,most likely smurf
2c36b91b-fb71-5a2d-8f7e-22054b663405,am4nhasnoname,5463,18.8,75.0,6.1,118.1,0.88,17.8,50.0,72.2,-10.0,176.7,1.37,0.6,14.026666666666667,12.356666666666667,6.876666666666667,0.9566666666666668,0.8266666666666667,0.0066666666666666,normal player
da214ffb-dab9-5b7d-a9a4-f53a0a0ed997,diglet,322,84.9,14.0,1.1,136.5,1.23,82.1,49.4,71.9,13.0,205.3,1.41,0.8,13.560022471910113,16.623932584269664,2.492202247191011,0.8658876404494382,0.7659775280898876,0.027752808988764,normal player
6d3dc20a-d724-545a-a8e7-cd0815a4a938,L1L kuyA,NA13,26.8,67.1,6.1,141.0,1.09,27.3,32.0,69.7,14.0,212.0,1.39,0.8,14.68,15.96,4.48,1.56,0.4,0.04,normal player
304b87cb-86e3-566f-bd47-19679411dcf4,DaP,8678,26.2,67.5,6.3,154.7,1.18,25.5,49.2,71.9,21.0,234.3,1.52,0.8,14.744129032258066,17.426322580645163,4.920000000000001,1.634709677419355,0.8252903225806453,0.0476129032258064,suspicious
5e2956e5-61e6-5362-a859-d03c0bbf84a7,Yskaelaa,fuji,24.6,69.7,5.8,157.9,1.1,26.8,60.7,73.3,16.0,236.7,1.42,0.8,14.996470588235294,16.496117647058824,4.820294117647059,2.4637058823529414,1.0711764705882354,0.0714117647058823,suspicious
6243ea1e-55ba-506f-9611-b5beb69fc888,trader joes,930,24.6,69.8,5.7,123.0,0.97,24.7,52.1,70.5,-11.0,186.5,1.26,0.7,14.588,14.109243243243244,4.252486486486487,1.5770810810810811,0.8167027027027027,0.0,suspicious
306364db-34bb-58af-817c-481eb6593bb5,Boombastix,7803,22.6,71.8,5.6,127.8,0.98,20.3,49.2,73.7,-7.0,195.1,1.53,0.7,14.4484,14.120400000000002,7.954000000000001,1.0988000000000002,0.7216,0.0328,normal player
5dc86b2e-34f4-5189-baf9-7ff4b78aa337,ImNotHim,914,15.7,79.7,4.6,123.3,0.88,18.8,41.5,69.5,-8.0,187.2,1.27,0.6,15.24514705882353,13.414264705882356,5.993088235294118,1.6966176470588237,0.6347058823529412,0.0244117647058823,normal player
d9b17a12-4213-5de6-9e23-c2e76fadcee6,Cryogen,fly,34.7,62.1,3.2,147.0,1.04,29.9,60.0,69.1,12.0,214.8,1.29,0.8,15.35,15.95,3.775,2.15,0.825,0.025,suspicious
f680805b-1347-534b-90f2-321552bd1fa7,ItzGroovy,0001,11.1,81.1,7.8,117.6,0.94,11.1,10.0,64.5,-8.0,179.4,1.39,0.6,14.7,13.8,6.6,0.7,1.1,0.1,normal player
73d17396-9930-5c9f-b5ea-5a8c519e0101,DMTR Sciborg72,1234,26.4,67.0,6.6,127.0,0.89,21.6,47.7,71.7,-15.0,195.3,1.31,0.7,16.08705882352941,14.384823529411763,6.687352941176471,1.543235294117647,0.7856470588235295,0.0187058823529411,normal player
fb25f607-734d-5bdb-8b6a-24389fa3d385,dishwasher,slur,13.5,76.1,10.4,123.9,0.85,12.6,58.5,68.1,-10.0,183.5,1.28,0.6,15.25875,12.943125000000002,6.556875000000001,1.876875,0.8775000000000001,0.04875,normal player
f222f51f-360b-5e8c-b8e7-c84882d8c6ff,ShenyGueny,ImHim,21.9,71.5,6.7,138.6,1.02,22.7,37.1,73.4,7.0,207.1,1.42,0.7,14.84,15.211,5.8218461538461534,1.8264615384615384,0.799076923076923,0.0,normal player
40301d5e-2ba2-595d-8cbb-21a1e571fdea,Crypto,0069,30.4,65.2,4.4,153.8,1.16,35.5,52.5,69.3,9.0,235.2,1.36,0.8,14.925,17.375,2.875,2.4,0.85,0.025,suspicious
23e82000-8daf-5b62-9f0a-a28261907308,yom,bom,27.2,68.0,4.7,179.99,1.46,27.2,41.7,73.8,46.0,274.3,1.73,1.0,13.6776,20.016,3.5862,2.8356,0.6672,0.0834,most likely smurf
